iter	Passed	Remaining
1142	22181	74851
1143	22201	74834
1144	22222	74820
1145	22238	74787
1146	22259	74773
1147	22274	74740
1148	22291	74710
1149	22310	74690
1150	22333	74683
1151	22358	74683
1152	22384	74687
1153	22406	74674
1154	22430	74670
1155	22447	74643
1156	22468	74629
1157	22487	74609
1158	22506	74587
1159	22526	74570
1160	22547	74554
1161	22570	74549
1162	22594	74542
1163	22614	74526
1164	22639	74524
1165	22659	74507
1166	22676	74482
1167	22693	74454
1168	22718	74453
1169	22743	74450
1170	22778	74481
1171	22799	74468
1172	22817	74443
1173	22833	74414
1174	22848	74378
1175	22865	74350
1176	22886	74338
1177	22904	74312
1178	22922	74287
1179	22947	74288
1180	22963	74256
1181	22986	74247
1182	23006	74230
1183	23029	74224
1184	23050	74210
1185	23066	74178
1186	23088	74167
1187	23104	74137
1188	23127	74128
1189	23148	74114
1190	23167	74093
1191	23188	74077
1192	23202	74040
1193	23213	73996
1194	23228	73960
1195	23248	73943
1196	23264	73912
1197	23281	73886
1198	23298	73859
1199	23319	73846
1200	23337	73821
1201	23350	73781
1202	23368	73757
1203	23382	73722
1204	23399	73694
1205	23415	73664
1206	23436	73648
1207	23452	73620
1208	23470	73595
1209	23489	73575
1210	23506	73547
1211	23522	73516
1212	23541	73498
1213	23561	73480
1214	23581	73461
1215	23594	73423
1216	23617	73414
1217	23636	73393
1218	23659	73384
1219	23677	73362
1220	23694	73333
1221	23721	73337
1222	23743	73328
1223	23769	73327
1224	23791	73315
1225	23806	73284
1226	23830	73277
1227	23852	73268
1228	23875	73258
1229	23897	73246
1230	23913	73218
1231	23936	73207
1232	23961	73206
1233	23980	73185
1234	23998	73161
1235	24018	73142
1236	24036	73119
1237	24055	73099
1238	24075	73081
1239	24091	73053
1240	24116	73048
1241	24149	73070
1242	24179	73083
1243	24195	73051
1244	24209	73018
1245	24226	72990
1246	24244	72967
1247	24262	72941
1248	24282	72925
1249	24303	72909
1250	24317	72874
1251	24335	72851
1252	24351	72820
1253	24368	72795
1254	24385	72768
1255	24401	72739
1256	24420	72718
1257	24438	72694
1258	24460	72680
1259	24471	72636
1260	24485	72602
1261	24495	72556
1262	24512	72529
1263	24532	72509
1264	24550	72486
1265	24562	72445
1266	24584	72432
1267	24601	72407
1268	24617	72378
1269	24638	72362
1270	24656	72340
1271	24669	72302
1272	24684	72269
1273	24703	72247
1274	24723	72230
1275	24739	72201
1276	24754	72170
1277	24773	72149
1278	24785	72109
1279	24803	72084
1280	24820	72059
1281	24836	72028
1282	24857	72015
1283	24877	71996
1284	24896	71977
1285	24917	71963
1286	24939	71951
1287	24959	71934
1288	24984	71930
1289	25002	71907
1290	25022	71888
1291	25041	71868
1292	25057	71838
1293	25078	71823
1294	25092	71790
1295	25112	71771
1296	25132	71753
1297	25147	71723
1298	25174	71723
1299	25193	71703
1300	25212	71683
1301	25232	71665
1302	25252	71648
1303	25269	71622
1304	25287	71600
1305	25307	71581
1306	25325	71559
1307	25346	71543
1308	25364	71521
1309	25380	71490
1310	25401	71477
1311	25421	71458
1312	25440	71438
1313	25455	71407
1314	25475	71390
1315	25497	71376
1316	25516	71358
1317	25536	71338
1318	25549	71302
1319	25566	71276
1320	25583	71249
1321	25603	71231
1322	25624	71218
1323	25638	71183
1324	25653	71152
1325	25675	71141
1326	25689	71105
1327	25700	71063
1328	25716	71035
1329	25733	71008
1330	25748	70976
1331	25769	70961
1332	25786	70938
1333	25804	70913
1334	25825	70898
1335	25842	70873
1336	25863	70859
1337	25886	70849
1338	25909	70839
1339	25929	70823
1340	25945	70792
1341	25958	70757
1342	25978	70739
1343	25998	70723
1344	26016	70698
1345	26037	70683
1346	26056	70664
1347	26076	70647
1348	26093	70620
1349	26110	70595
1350	26131	70579
1351	26154	70570
1352	26173	70549
1353	26197	70542
1354	26217	70527
1355	26235	70502
1356	26253	70479
1357	26269	70451
1358	26290	70435
1359	26309	70416
1360	26325	70389
1361	26348	70378
1362	26362	70345
1363	26377	70315
1364	26393	70287
1365	26412	70264
1366	26427	70235
1367	26449	70222
1368	26462	70187
1369	26484	70174
1370	26503	70153
1371	26522	70133
1372	26537	70102
1373	26556	70082
1374	26567	70042
1375	26583	70012
1376	26597	69979
1377	26617	69961
1378	26634	69938
1379	26650	69907
1380	26662	69871
1381	26679	69844
1382	26697	69823
1383	26713	69794
1384	26732	69774
1385	26748	69747
1386	26765	69721
1387	26785	69704
1388	26803	69682
1389	26820	69655
1390	26832	69618
1391	26850	69595
1392	26870	69578
1393	26889	69557
1394	26906	69533
1395	26927	69517
1396	26946	69497
1397	26968	69484
1398	26984	69457
1399	27003	69438
1400	27021	69415
1401	27036	69384
1402	27052	69356
1403	27069	69332
1404	27085	69302
1405	27102	69278
1406	27123	69263
1407	27141	69242
1408	27160	69222
1409	27180	69203
1410	27199	69184
1411	27222	69173
1412	27238	69145
1413	27250	69109
1414	27271	69093
1415	27291	69076
1416	27312	69062
1417	27334	69050
1418	27350	69022
1419	27366	68994
1420	27389	68984
1421	27409	68967
1422	27420	68928
1423	27442	68914
1424	27458	68887
1425	27475	68861
1426	27493	68839
1427	27511	68817
1428	27527	68790
1429	27551	68781
1430	27566	68752
1431	27580	68718
1432	27596	68691
1433	27612	68664
1434	27630	68642
